GSM3446103,GSM3446104,GSM3446105,GSM3446106,GSM3446107,GSM3446108,GSM3446109,GSM3446110,GSM3446111,GSM3446112,GSM3446113,GSM3446114,GSM3446115,GSM3446116,GSM3446117,GSM3446118,GSM3446119,GSM3446120,GSM3446121,GSM3446122,GSM3446123,GSM3446124,GSM3446125,GSM3446126,GSM3446127,GSM3446128,GSM3446129,GSM3446130,GSM3446131,GSM3446132,GSM3446133,GSM3446134,GSM3446135,GSM3446136,GSM3446137,GSM3446138,GSM3446139,GSM3446140,GSM3446141,GSM3446142,GSM3446143,GSM3446144,GSM3446145,GSM3446146,GSM3446147,GSM3446148,GSM3446149,GSM3446150,GSM3446151,GSM3446152,GSM3446153,GSM3446154,GSM3446155,GSM3446156,GSM3446157,GSM3446158,GSM3446159,GSM3446160,GSM3446161,GSM3446162,GSM3446163,GSM3446164,GSM3446165,GSM3446166,GSM3446167,GSM3446168,GSM3446169,GSM3446170,GSM3446171,GSM3446172,GSM3446173,GSM3446174,GSM3446175,GSM3446176,GSM3446177,GSM3446178,GSM3446179,GSM3446180,GSM3446181,GSM3446182,GSM3446183,GSM3446184,GSM3446185,GSM3446186,GSM3446187,GSM3446188,GSM3446189,GSM3446190,GSM3446191,GSM3446192,GSM3446193,GSM3446194,GSM3446195,GSM3446196,GSM3446197,GSM3446198,GSM3446199,GSM3446200,GSM3446201
0.008786981179785429,0.008868905597961958,0.0082937051664383,0.007152363448706688,0.004994752230302121,0.008647680120709166,0.009190871369294605,0.008469810323965985,0.00980460123003179,0.00988223480007303,0.007426806863933081,0.009659435888944084,0.010926281925536505,0.009073386300597057,0.00954840259428297,0.00910681973243155,0.01038769123783032,0.00557311595408418,0.00827830414393722,0.007393157557240391,0.005278532260544252,0.0061384322302970445,0.007778212314778604,0.00925676282915431,0.009500053072922196,0.007509323656889427,0.009006326758466694,0.007142857142857143,0.007827604092988162,0.00750551876379691,0.0052317524956873385,0.007385990274674726,0.006058482906423229,0.007122783215427851,0.007769409781393731,0.007711907593001527,0.00908265213442325,0.004821166095051444,0.006533657972639213,0.0038213778796811876,0.006954161896281219,0.006491842487400701,0.007628536955591016,0.0055383231344472445,0.006485519400648553,0.007754587981288233,0.006986244597501529,0.007205884556036614,0.00642811227769445,0.006594733267939334,0.005855640535372848,0.00812704343764596,0.007958825434156484,0.008941716463150604,0.006832819938392607,0.0060107560898449855,0.006895255988727101,0.008618133293794945,0.008192124003603175,0.006964875412788953,0.007498209026506407,0.00614040742650851,0.006169266138502506,0.008830511859066805,0.009135684779154753,0.005530036123623067,0.007532342480858533,0.006790850222857623,0.0073549742852402795,0.007976366322008863,0.010285179990649835,0.005845693028648726,0.0059364548494983274,0.009417855372583576,0.008451696208475173,0.006663974151857836,0.005843471596896254,0.0057952799888283755,0.008629989212513485,0.009119927040583675,0.009537084586604065,0.009167184586699812,0.007881462799495587,0.009383774198315353,0.011171068825144374,0.00977122462114563,0.006683944891556405,0.007527874440735743,0.009588763589708962,0.008094782544705276,0.008742390882010101,0.006516875790292774,0.00872144764164936,0.008244872719777389,0.007768345680124293,0.010598535661256462,0.008108957569408068,0.009714993804213135,0.007290060283190804
0.005030162915868944,0.005808040000380232,0.005343757556218264,0.004725992050917584,0.003851488117550041,0.006450396076952093,0.006037344398340249,0.005760152695172037,0.005952086201261724,0.004918294686872375,0.005042410976038775,0.006651211569244356,0.007866138334183374,0.00606459498848197,0.005584914724957963,0.004390258372638012,0.0054763560500695405,0.004741307602728332,0.004880849842090152,0.005356267209837427,0.005381028032593655,0.005856205461087983,0.005170990309824881,0.006066325155028309,0.005944167285850759,0.005896583005745389,0.008113137327874952,0.005952380952380952,0.005752817465931061,0.005739514348785872,0.003704646361811035,0.00483637797345249,0.00426566653615513,0.004821203605000484,0.004416103201216719,0.004705282826567012,0.006190544481093742,0.004958353748162666,0.004834556569566816,0.004476471230483677,0.004833990586439384,0.005153611799208451,0.005993850465107228,0.004751150303155251,0.005385962950538596,0.0060633321338611,0.004341733930650668,0.005542988120028165,0.005121062781229912,0.005417641288764808,0.006731994901210963,0.0052078468005604854,0.005180905635939125,0.006083831298172686,0.00487258471016522,0.004634609300854161,0.005035227806481917,0.005485951516050114,0.005540731172561483,0.005088561993395377,0.005874393058982728,0.004415936049510056,0.004465688625725675,0.0050586851855960605,0.003972036860502065,0.004682691878874371,0.004892139961794717,0.005045832982928265,0.004700547475529503,0.00551452486459872,0.007324294841826398,0.003188559833808397,0.0053511705685618735,0.00782067522167759,0.005223617795515906,0.003904146472805601,0.004119168502730147,0.004608294930875575,0.007219317898929549,0.005654354765161879,0.006455872643239674,0.003884400248601616,0.006935687263556116,0.00561548692182651,0.0062482249360976995,0.006085074015563747,0.004365025235302141,0.005326326255237554,0.0058072793571476815,0.005739936713518287,0.005051159176272503,0.005738741367571248,0.005992287155146841,0.006389776357827476,0.005516651280088267,0.006195279299575034,0.00538501833420639,0.006121437422552664,0.004514229636898921
0.005833905284831846,0.0055894067434101085,0.00532763762392198,0.004010755706046916,0.004573056451008322,0.00566767257638627,0.005809128630705395,0.004660951958963172,0.005615362522654571,0.004769947051305459,0.005042410976038775,0.005381685709554562,0.006355682843579584,0.006205632081237366,0.004804227720393946,0.004390258372638011,0.0054328929068150214,0.004782898020296125,0.005359364532491148,0.005016785485270265,0.004458566084149029,0.0040922881535313625,0.00556207361056794,0.006470746832030196,0.005307292219509607,0.005241407116218123,0.005508001488649052,0.004503105590062112,0.004904041118498609,0.004660289428501349,0.0029410932948728823,0.004100407412274938,0.00426566653615513,0.0037309816842717313,0.004855881113371081,0.004450484117547137,0.005401787848367513,0.004174424301812836,0.004414160346126224,0.004876806055974087,0.005300428274604588,0.006178639560376982,0.004806756704160667,0.004310708361837111,0.004770956800477095,0.005487585462396546,0.005683724418306328,0.004404428398076433,0.005421041354188987,0.0037576397796725267,0.004302103250478011,0.0050210182157870145,0.004192443376450738,0.005066250974279034,0.004900588070568468,0.004302435937994306,0.004509159229685298,0.005689821335903329,0.005472746740996312,0.0046682677874512165,0.00515800366154581,0.0040130221763795765,0.004912257488298242,0.004659315302522687,0.005004766444232603,0.0037461535030994964,0.005156160213701098,0.005150954503405937,0.004755848034065144,0.004923682914820285,0.0065451145395044414,0.0029470022706410935,0.005602006688963211,0.005121991518422647,0.005927925812888837,0.002154011847065159,0.004789730817128077,0.0047479402318111995,0.004729897933781429,0.006110351117191062,0.004034920402024797,0.004505904288377874,0.006383984867591425,0.0045071671346239095,0.005017513963836031,0.006436135978000117,0.005047060428318101,0.0051842908884312195,0.00567222634884192,0.0035322687467804837,0.004921642274316799,0.004960606944849723,0.005161673094037378,0.00391631454189426,0.00585440544009367,0.006092877988838256,0.004253535882661079,0.005700123915737299,0.003869339688770503
0.0011830365206083157,0.001368834304508598,0.0009752559039252035,0.0011679175758014721,0.0008808756278581604,0.0014239909468125238,0.001058091286307054,0.0010395541846316399,0.001297376526398146,0.0008672631002373562,0.0009381229722862838,0.001214329083181542,0.001549688100749343,0.0017159512951906352,0.0013511890463607976,0.0012162202248524221,0.0012169680111265646,0.0011229412743303943,0.0008613264427217916,0.0008298442156086153,0.001076205606518731,0.00042334015381358917,0.0008256203015686786,0.0012132650310056618,0.0007430209107313448,0.0008063703255720189,0.0012653516933382957,0.0006728778467908903,0.0007544678643844014,0.0007358351729212656,0.0009615112694776732,0.0010513865159679327,0.0008242833886290106,0.0010902219207287527,0.0011177688600590035,0.0013079667063020215,0.001099478942588078,0.0011170994610485057,0.0012611886703217784,0.0010918222513374822,0.0012721027859051012,0.0015090686483870048,0.0010703304401977194,0.0011245326161314203,0.0015281971001528197,0.0010255487585462395,0.0013025201791952005,0.000958787134275142,0.0011999142918362974,0.0010865464423149476,0.0007170172084130018,0.001120971508640822,0.0009032499957393868,0.0012340867757859185,0.0009801176141136937,0.0008383422967415375,0.0011648661343353689,0.001260286159092594,0.0013426925234121386,0.001215851095767037,0.0010029451564116851,0.0006768953068592059,0.0009758356626585733,0.0008431141975993433,0.001271051795360661,0.0007135530482094278,0.0014288154809051236,0.0011983853334454628,0.0009769765341296613,0.0011816838995568684,0.0006233442418575658,0.0006763611768684477,0.001254180602006689,0.0010464283747315085,0.0011738466956215518,0.0010770059235325794,0.0017243030941661078,0.00041893590280687055,0.0015766326445938097,0.0012767897856817145,0.0013205194042990242,0.0006215040397762585,0.0008669609079445144,0.0012560957588296142,0.0012307109722616682,0.0015212685038909369,0.0008866457509207475,0.0017044244016760175,0.0010128975622932,0.0008094782544705276,0.0013599274705349048,0.0014590020426028597,0.00154256897063186,0.0017520354529526952,0.0014636013600234177,0.001348283924700903,0.0009009952854897852,0.001809169764560099,0.000757044721715968
0.005382364628111115,0.003887869656555671,0.004038043040219231,0.004164667324563389,0.002989354524327161,0.0033760844964164467,0.003838174273858921,0.0031868300414117485,0.004218949620195498,0.003993974803724667,0.005237853261931751,0.004139758238118894,0.00564949586095963,0.004066569507780546,0.0034230122507806866,0.004004627569636023,0.00265125173852573,0.005074030943270671,0.003923820461288162,0.004413262419373091,0.004817301286321939,0.0026105976151838,0.004345370008256203,0.00413408825379707,0.003025156565120475,0.0037294627557705874,0.004689244510606625,0.003881987577639752,0.003300796906681756,0.0036301201864115773,0.0033370096999519243,0.0031804442108029967,0.00309106270735879,0.0028588041476887292,0.0039396771297161605,0.003703074571088839,0.003417945408480329,0.004233219010289074,0.0037310164830352604,0.0034938312042799434,0.004452359750667854,0.005239030779305829,0.0037948079243373682,0.0037484420537714012,0.003280032800328003,0.004444044620367038,0.004124647234118134,0.003535527557639586,0.005378187272337691,0.0038180034709122466,0.003784257488846399,0.003876693134049509,0.0029824292312149565,0.004416731618602234,0.0032483898067768137,0.0027681113571654536,0.004490371066228276,0.003688190377344503,0.003892108707106072,0.004067847493245271,0.0037889039242219214,0.00296544610624033,0.00434991151320686,0.00401588604646003,0.003574833174451859,0.0042367212237434775,0.004488344282408486,0.0043940795559666975,0.0034655016682335156,0.0027572624322993603,0.0018700327255726976,0.0027537562201072514,0.005016722408026755,0.0030842099465770777,0.0035215400868646553,0.0035675821217016697,0.002299070792221477,0.0032816645719871526,0.0029043232926728073,0.002918376652986776,0.0038148338346416255,0.0038844002486016155,0.004492433795712484,0.0032510713757942958,0.004922843889046672,0.0031010473348546015,0.004024007638794162,0.0026276542859171937,0.0025660071578094395,0.004120980204577232,0.003496956352804041,0.003987938916447817,0.00231385345594779,0.005256106358858086,0.0036477449280583637,0.00344751079480484,0.0030591932949188064,0.0050309789343246595,0.002551521099116781
0.002673120687786728,0.0018726413749180124,0.002482469573627791,0.0018107249237232124,0.0020053977059749607,0.0016691814409656733,0.0020228215767634857,0.0016530615722830995,0.0018123656819149674,0.0021681577505933904,0.0025016612594300903,0.0018352928188993763,0.0022558750833692968,0.002303605848338113,0.0012611097766034112,0.0019281540150099374,0.0013908205841446453,0.0016220262851439028,0.0019140587616039812,0.0022632114971144054,0.0017424281248398503,0.0019755873844634164,0.0017816017033850432,0.002291722836344028,0.001857552276828362,0.0019655276685817966,0.0017119464086341645,0.0018633540372670807,0.0016975526948649032,0.0012754476330635272,0.0014705466474364414,0.0009725325272703378,0.0017516022008366475,0.0018412636883418936,0.0018140838876367436,0.0016307117377271955,0.0021033510206032793,0.0022146006859382656,0.0016465518751423217,0.0017833096771845544,0.00205656617054658,0.0029042453233108396,0.0017125287043163507,0.0018367366063479866,0.0011181930001118194,0.00232097876934149,0.0014801365672672733,0.0015730101421701547,0.0017570173559031497,0.0022636384214894736,0.001712874442319949,0.0022886501634750115,0.0012440990507353819,0.0018836061314627178,0.0016241949033884066,0.0019614046187915214,0.002123062470643495,0.0014826895989324634,0.0017166068970205822,0.0018462924046832782,0.001655655496298655,0.0015955389375966994,0.002133606787846711,0.0017306028266512838,0.001271051795360661,0.0018284796860366585,0.0019257947786112536,0.0016188714153561518,0.0014746815609504322,0.0008862629246676514,0.002649213027894655,0.0008696072274022899,0.002759197324414716,0.002313157459932808,0.0014086160347458621,0.0011443187937533656,0.0012453300124533001,0.0011869850579527999,0.0015766326445938094,0.0016415868673050615,0.001173795026043577,0.0026413921690490987,0.002049180327868852,0.0016255356878971479,0.002177411720155259,0.0021063717746182204,0.0012276633474287272,0.0018464597684823521,0.00155310959551624,0.001766134373390242,0.0018779950783577256,0.0019453360568038127,0.0012459210916641946,0.0027826445429248686,0.0019589741280313434,0.0012458826139641254,0.0010476689366160294,0.0021065675340768276,0.001794476377400813
0.0062131994364772606,0.00586507476306809,0.005690336100588378,0.004916118167908523,0.004395007121973162,0.004705771407016221,0.005300829875518672,0.0037236490056067753,0.00447644419795391,0.0052035786014241366,0.006019622405503655,0.006126842192415964,0.005943740437051277,0.006088101170607869,0.004684122027384098,0.0035893328587108067,0.004085535465924895,0.003452004658126768,0.005502918939611447,0.0059975104673531746,0.005278532260544253,0.003739504692020038,0.0049537218094120716,0.006470746832030197,0.006209531896826239,0.005241407116218124,0.0046148120580573136,0.006107660455486543,0.005894280190503135,0.005248957566838361,0.004835836090608297,0.004941516625049284,0.005172378263647041,0.005572245372613625,0.006523372363623036,0.004756242568370987,0.004517424351068407,0.005389514943655071,0.005657832507137979,0.004585653455617426,0.006339312216427088,0.005666125679792716,0.005079204452574631,0.004985427931515964,0.005777330500577734,0.0062612450521770426,0.005308756487931954,0.005827628050516097,0.006363831154917506,0.006624915113559194,0.004660611854684513,0.005838393274170947,0.004431037714947936,0.007166363557634017,0.005236628395407449,0.003938627016766846,0.006538280883043682,0.0041700644969975545,0.005676700035691826,0.005794055839087362,0.0055082384780705245,0.00494778236204229,0.004796480375779428,0.005635552794479821,0.0056402923419129345,0.0050840654684921735,0.006150118809113359,0.005529391977125557,0.005788125126730447,0.0038404726735598222,0.005610098176718093,0.004203101599111068,0.0046822742474916385,0.0043509390317783775,0.005458387134640216,0.0037695207323640277,0.004885525433470638,0.004398826979472141,0.004563936602771554,0.0035567715458276333,0.005355439806323821,0.005438160348042263,0.005044136191677175,0.005098271021131964,0.005490864337782827,0.005909543034345561,0.0042286181966989505,0.005042255521624885,0.00580727935714768,0.004636102730149386,0.004079782411604714,0.005544207761890867,0.003915752002373183,0.0046377409048747814,0.005313998784085024,0.004949396685610909,0.004819277108433735,0.004386617100371747,0.0047105004906771355
0.0010114510710544377,0.000617876595785131,0.0007334569194809382,0.0004888957294052673,0.0007496813854112002,0.0007827235005658242,0.0005809128630705395,0.0004942142844970092,0.0008616164717300664,0.0006846813949242287,0.0005081499433217371,0.000703758900480212,0.00019616305072776494,0.001081284377791359,0.0005705020417967812,0.0003856308030019875,0.0003477051460361613,0.0005406754283813009,0.0004306632213608958,0.000716683640752895,0.0005637267462717163,0.0007055669230226487,0.0006518055012384304,0.0006291003864473802,0.0009553125995117292,0.0009071666162685213,0.000893189430591738,0.0007763975155279503,0.0009430848304805017,0.0007848908511160168,0.0010180707559175363,0.0007096858982783545,0.0005563912873245821,0.0007025874600251963,0.0008978799039818225,0.0007983692882622728,0.0010038720780152016,0.0009015188633023027,0.0010509905586014818,0.0008370637260254031,0.0010388839418224993,0.0007972438142421912,0.000720040477951193,0.0006559773594099952,0.0008386447500838645,0.0007556675062972292,0.0007894061692092124,0.0007490524486524546,0.0006213841868437969,0.0009054553685957896,0.0007966857871255578,0.0007706679121905651,0.0005283160352437923,0.0009526283883259721,0.0005600672080649678,0.0008699778551091426,0.0008642555190230155,0.0006857439395062644,0.0006288559919778371,0.0006304413089162414,0.0007641486905993792,0.0007091284167096441,0.000727741850118258,0.0009540502762308359,0.0007149666348903719,0.0005797618516701601,0.0007144077404525617,0.0007568749474392397,0.0008663754170583789,0.0009847365829640572,0.001402524544179523,0.0005314266389680662,0.0009197324414715719,0.0008261276642617173,0.0005869233478107759,0.0010096930533117932,0.0006705623143979308,0.0003491132523390588,0.0003319226620197494,0.0011855905152758778,0.0005868975130217885,0.0006991920447482909,0.0014186633039092057,0.0008127678439485739,0.0007573605983148727,0.0006436135978000117,0.0008184422316191515,0.001988495135288687,0.0010804240664460802,0.0009566561189197145,0.0012304105685791997,0.0006808676198813346,0.0006526253337288639,0.0007214263629805215,0.0007205422080115286,0.0007338760602802382,0.0006495547407019383,0.0006691449814126394,0.0008411608019066311
0.002275764909872485,0.0013308111293833592,0.0015475135004432983,0.0014666871882158023,0.0015462178574106005,0.0017917766880422483,0.0015456431535269708,0.0011758891596652975,0.0017232329434601328,0.0017801716268029946,0.000977211429464879,0.0016007065187393058,0.0008435011181293891,0.0018804945700719288,0.0010809512370886381,0.0012755480406988816,0.0009561891515994437,0.001414074197304941,0.0006699205665613935,0.0015842480479800838,0.0012299492645928356,0.0013405771537430325,0.0010428888019814887,0.0013480722566729577,0.00175140643243817,0.001360749924402782,0.0017119464086341643,0.0024844720496894407,0.0016975526948649032,0.001226391954868776,0.00180990356607562,0.0014456564594559074,0.001689780946689472,0.001623219304196143,0.0015758708518864642,0.0015118056735179209,0.0016014149815956787,0.0019402253797158255,0.0016465518751423217,0.0019288859773628853,0.0018869524657592334,0.0017937985820449304,0.001556844276651228,0.0013869235598954186,0.0016400164001640015,0.002177042101475351,0.001657752955339346,0.0016029722401162529,0.0017355903149775015,0.0016147287406624916,0.0014340344168260037,0.00203176085941149,0.0011418443342365834,0.001732051615138131,0.0011761411369364324,0.0013761467889908255,0.002010333489901362,0.00127881977907925,0.0010027703655862807,0.0015010507355148605,0.0017670938470110641,0.001047576070139247,0.0018524338003010205,0.0015974795322934924,0.0013504925325707022,0.0014271060964188554,0.001910264175557937,0.0014927255907829452,0.0019355195487474424,0.001280157557853274,0.0029608851488234374,0.0019324605053384221,0.001003344481605351,0.0012667290852012999,0.0012325390304026294,0.0014808831448572968,0.002299070792221477,0.0013266303588884234,0.0010787486515641855,0.0013679890560875513,0.0021275034847039838,0.0013206960845245494,0.0018127364438839848,0.0016994236737106546,0.0015147211966297454,0.00210637177461822,0.0019096985404446869,0.0024856189191108584,0.0014855830913633602,0.0016925454411656489,0.0019427535293355784,0.0016535356482832407,0.0017798872738059924,0.0012367309079666083,0.001418567472022697,0.002013892444489956,0.0014876898899947616,0.0016356877323420076,0.0012617412028599468
0.0010836975761297548,0.0006749113584729893,0.0006125574272588055,0.0006247000986845083,0.0005997451083289602,0.0006789890607317993,0.0006224066390041493,0.0003493583735237479,0.0007526764580630466,0.0008558517436552857,0.0004690614861431419,0.0010211403654026604,0.0002746282710188709,0.0009402472850359644,0.0003903435022820081,0.0005636142505413663,0.0007388734353268428,0.00045749459324571614,0.0004785146904009953,0.0007544038323714685,0.00046123097422231336,0.00028222676920905946,0.00039108330074305825,0.0005392289026691831,0.0009022396773166331,0.0006551758895272655,0.000595459620394492,0.0007763975155279503,0.0005186966567642759,0.001079224920284523,0.0008766720398178784,0.0007096858982783545,0.001009747151070538,0.0010659947669347807,0.0007329631869239367,0.0004926108374384236,0.0007409532004397916,0.0006663400293973542,0.0007707264096410867,0.000982640026203734,0.0009540770894288259,0.0011104467412659093,0.0007978826917837544,0.0006747195696788523,0.0010622833501062283,0.001097517092479309,0.0006907303980580608,0.0007490524486524546,0.0008999357188772231,0.0009356372142156494,0.0002788400254939452,0.0010042036431574032,0.0005283160352437923,0.0006928206460552524,0.0006720806496779613,0.0004903511546978804,0.0006763738844527947,0.0009081473793461339,0.0008328092866733518,0.0009306514560192135,0.0009233463344742497,0.0005640794223826715,0.0007608210251236334,0.0007543653346941492,0.0009532888465204957,0.0004905677206439816,0.0005746323129727127,0.0004625346901017576,0.0007926413390108573,0.0002954209748892171,0.001402524544179523,0.0009179187400357506,0.00033444816053511704,0.00044060142093958255,0.00029346167390538794,0.001278944534194938,0.0012453300124533001,0.0008378718056137411,0.00041490332752468673,9.119927040583675e-05,0.0006602597021495122,0.0010876320696084525,0.0008669609079445144,0.0005911038865080538,0.0007573605983148727,0.0009946755602363818,0.0008184422316191515,0.0007811945174348413,0.0008103180498345601,0.0007358893222459341,0.0005828260588006736,0.001069934831242097,0.0006526253337288639,0.00010306090899721736,0.0010132624800162121,0.0010922806478589593,0.0006705081194342587,0.0008921933085501859,0.0005607738679377541
