"","Run","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","genome_build","GEO_Accession..exp.","Instrument","library_strategy","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","source_name","SRA.Study","sex","Biomaterial_provider"
"301","SRR8370943","OTHER",288,360430741,"PRJNA511892","SAMN10645617",188493360,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181006","mm10","GSM3531452","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531452","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"302","SRR8370944","OTHER",295,265218200,"PRJNA511892","SAMN10645616",137096640,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181007","mm10","GSM3531453","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531453","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"305","SRR8370947","OTHER",294,455968777,"PRJNA511892","SAMN10645613",237617494,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181074","mm10","GSM3531456","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531456","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"306","SRR8370948","OTHER",290,697756024,"PRJNA511892","SAMN10645612",361989693,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181075","mm10","GSM3531457","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531457","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"307","SRR8370949","OTHER",295,684050540,"PRJNA511892","SAMN10645611",351965632,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181076","mm10","GSM3531458","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531458","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"308","SRR8370950","OTHER",291,184541898,"PRJNA511892","SAMN10645610",96565095,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181077","mm10","GSM3531459","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531459","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"309","SRR8370951","OTHER",291,287343274,"PRJNA511892","SAMN10645609",149204142,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181078","mm10","GSM3531460","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531460","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"310","SRR8370952","OTHER",286,175469043,"PRJNA511892","SAMN10645608",91334149,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181079","mm10","GSM3531461","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531461","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"311","SRR8370953","OTHER",283,610803442,"PRJNA511892","SAMN10645607",314797211,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181080","mm10","GSM3531462","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531462","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"312","SRR8370954","OTHER",287,851681028,"PRJNA511892","SAMN10645606",439250410,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181081","mm10","GSM3531463","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531463","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"313","SRR8370955","OTHER",282,360076182,"PRJNA511892","SAMN10645605",185265451,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181144","mm10","GSM3531464","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531464","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"314","SRR8370956","OTHER",292,368380068,"PRJNA511892","SAMN10645604",190151614,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181145","mm10","GSM3531465","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531465","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"315","SRR8370957","OTHER",287,234763438,"PRJNA511892","SAMN10645603",122061937,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181146","mm10","GSM3531466","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531466","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"316","SRR8370958","OTHER",281,341089556,"PRJNA511892","SAMN10645602",176569823,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181147","mm10","GSM3531467","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531467","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"318","SRR8370960","OTHER",293,845886757,"PRJNA511892","SAMN10645600",437577635,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181149","mm10","GSM3531469","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531469","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"319","SRR8370961","OTHER",291,617676140,"PRJNA511892","SAMN10645599",320391120,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181150","mm10","GSM3531470","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531470","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"321","SRR8370963","OTHER",293,362465464,"PRJNA511892","SAMN10645597",189010590,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181208","mm10","GSM3531472","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531472","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"322","SRR8370964","OTHER",288,382749957,"PRJNA511892","SAMN10645596",197335231,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181209","mm10","GSM3531473","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531473","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"323","SRR8370965","OTHER",291,284886161,"PRJNA511892","SAMN10645595",148052212,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181210","mm10","GSM3531474","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531474","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"324","SRR8370966","OTHER",289,410784135,"PRJNA511892","SAMN10645594",211875661,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181211","mm10","GSM3531475","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531475","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"325","SRR8370967","OTHER",288,506421866,"PRJNA511892","SAMN10645593",271690578,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181212","mm10","GSM3531476","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531476","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"327","SRR8370969","OTHER",295,392980828,"PRJNA511892","SAMN10645324",201691921,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181214","mm10","GSM3531478","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531478","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"328","SRR8370970","OTHER",297,225920841,"PRJNA511892","SAMN10645323",116680903,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181215","mm10","GSM3531479","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531479","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"329","SRR8370971","OTHER",296,502088090,"PRJNA511892","SAMN10645322",258190621,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181272","mm10","GSM3531480","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531480","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"330","SRR8370972","OTHER",287,309409970,"PRJNA511892","SAMN10645321",159837536,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181273","mm10","GSM3531481","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531481","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"332","SRR8370974","OTHER",296,317152883,"PRJNA511892","SAMN10645316",163949399,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181275","mm10","GSM3531483","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531483","NMuMG","SRP174501","male",""
"333","SRR8370975","OTHER",284,256316934,"PRJNA511892","SAMN10645315",132141715,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181276","mm10","GSM3531484","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531484","NMuMG","SRP174501","male",""
"334","SRR8370976","OTHER",286,250023545,"PRJNA511892","SAMN10645320",129061889,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181277","mm10","GSM3531485","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531485","NMuMG","SRP174501","male",""
"335","SRR8370977","OTHER",292,142898094,"PRJNA511892","SAMN10645319",73272649,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181278","mm10","GSM3531486","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531486","NMuMG","SRP174501","male",""
"336","SRR8370978","OTHER",292,135986118,"PRJNA511892","SAMN10645318",69764939,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181279","mm10","GSM3531487","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531487","NMuMG","SRP174501","male",""
"337","SRR8370979","OTHER",294,352195701,"PRJNA511892","SAMN10645314",180871729,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181336","mm10","GSM3531488","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531488","NMuMG","SRP174501","male",""
"338","SRR8370980","OTHER",295,394931705,"PRJNA511892","SAMN10645313",203574394,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181337","mm10","GSM3531489","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531489","NMuMG","SRP174501","male",""
"339","SRR8370981","OTHER",292,307814744,"PRJNA511892","SAMN10645312",158757028,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181338","mm10","GSM3531490","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531490","NMuMG","SRP174501","male",""
"340","SRR8370982","OTHER",293,472109968,"PRJNA511892","SAMN10645311",243468606,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181339","mm10","GSM3531491","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531491","NMuMG","SRP174501","male",""
"341","SRR8370983","OTHER",273,202584213,"PRJNA511892","SAMN10645310",104735888,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181340","mm10","GSM3531492","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531492","NMuMG","SRP174501","male",""
"343","SRR8370985","OTHER",292,576774494,"PRJNA511892","SAMN10645308",297107502,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181342","mm10","GSM3531494","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531494","NMuMG","SRP174501","male",""
"344","SRR8370986","OTHER",289,486988409,"PRJNA511892","SAMN10645307",252267366,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181343","mm10","GSM3531495","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531495","NMuMG","SRP174501","male",""
"345","SRR8370987","OTHER",281,213674003,"PRJNA511892","SAMN10645306",110927700,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180794","mm10","GSM3531496","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531496","NMuMG","SRP174501","male",""
"347","SRR8370989","OTHER",294,625948910,"PRJNA511892","SAMN10645361",324672975,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180796","mm10","GSM3531498","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531498","NMuMG","SRP174501","male",""
"348","SRR8370990","OTHER",290,481992138,"PRJNA511892","SAMN10645360",249985462,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180797","mm10","GSM3531499","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531499","NMuMG","SRP174501","male",""
"349","SRR8370991","OTHER",293,825701679,"PRJNA511892","SAMN10645359",428011416,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180798","mm10","GSM3531500","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531500","NMuMG","SRP174501","male",""
"350","SRR8370992","OTHER",295,388326276,"PRJNA511892","SAMN10645358",199914541,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180799","mm10","GSM3531501","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531501","NMuMG","SRP174501","male",""
"351","SRR8370993","OTHER",293,329240359,"PRJNA511892","SAMN10645357",169720235,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180800","mm10","GSM3531502","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531502","NMuMG","SRP174501","male",""
"352","SRR8370994","OTHER",293,312166885,"PRJNA511892","SAMN10645356",161097137,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180801","mm10","GSM3531503","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531503","NMuMG","SRP174501","male",""
"353","SRR8370995","OTHER",293,70636565,"PRJNA511892","SAMN10645355",37259409,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180866","mm10","GSM3531504","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531504","NMuMG","SRP174501","male",""
"354","SRR8370996","OTHER",288,41836961,"PRJNA511892","SAMN10645354",22145530,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180867","mm10","GSM3531505","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531505","NMuMG","SRP174501","male",""
"355","SRR8370997","OTHER",291,52306861,"PRJNA511892","SAMN10645353",27642889,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180868","mm10","GSM3531506","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531506","NMuMG","SRP174501","male",""
"356","SRR8370998","OTHER",292,54337101,"PRJNA511892","SAMN10645633",28676735,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180869","mm10","GSM3531507","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531507","NMuMG","SRP174501","male",""
"357","SRR8370999","OTHER",294,561454788,"PRJNA511892","SAMN10645632",288985297,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180870","mm10","GSM3531508","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531508","NMuMG","SRP174501","male",""
"358","SRR8371000","OTHER",293,391038831,"PRJNA511892","SAMN10645631",201453090,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180871","mm10","GSM3531509","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531509","NMuMG","SRP174501","male",""
"359","SRR8371001","OTHER",253,183827048,"PRJNA511892","SAMN10645630",94803363,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180872","mm10","GSM3531510","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531510","NMuMG","SRP174501","male",""
"360","SRR8371002","OTHER",293,519535618,"PRJNA511892","SAMN10645618",267711344,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180873","mm10","GSM3531511","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531511","NMuMG","SRP174501","male",""
"362","SRR8371004","OTHER",293,293608165,"PRJNA511892","SAMN10645667",151328468,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180939","mm10","GSM3531513","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531513","NMuMG","SRP174501","male",""
"363","SRR8371005","OTHER",290,388490516,"PRJNA511892","SAMN10645666",200649525,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180940","mm10","GSM3531514","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531514","NMuMG","SRP174501","male",""
"364","SRR8371006","OTHER",282,528100847,"PRJNA511892","SAMN10645665",272398608,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180941","mm10","GSM3531515","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531515","NMuMG","SRP174501","male",""
"365","SRR8371007","OTHER",284,231729692,"PRJNA511892","SAMN10645664",119703940,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180942","mm10","GSM3531516","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531516","NMuMG","SRP174501","male",""
"366","SRR8371008","OTHER",294,366521190,"PRJNA511892","SAMN10645663",191668827,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180943","mm10","GSM3531517","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531517","NMuMG","SRP174501","male",""
"367","SRR8371009","OTHER",292,289174311,"PRJNA511892","SAMN10645662",151549568,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180944","mm10","GSM3531518","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531518","NMuMG","SRP174501","male",""
"368","SRR8371010","OTHER",293,480566577,"PRJNA511892","SAMN10645661",251484697,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180945","mm10","GSM3531519","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531519","NMuMG","SRP174501","male",""
"369","SRR8371011","OTHER",292,532711172,"PRJNA511892","SAMN10645660",277231610,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181010","mm10","GSM3531520","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531520","NMuMG","SRP174501","male",""
"370","SRR8371012","OTHER",287,456408672,"PRJNA511892","SAMN10645659",237202539,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181011","mm10","GSM3531521","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531521","NMuMG","SRP174501","male",""
"371","SRR8371013","OTHER",293,1142309952,"PRJNA511892","SAMN10645658",593590822,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181012","mm10","GSM3531522","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531522","NMuMG","SRP174501","male",""
"372","SRR8371014","OTHER",292,499177498,"PRJNA511892","SAMN10645657",259589376,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181013","mm10","GSM3531523","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531523","NMuMG","SRP174501","male",""
"373","SRR8371015","OTHER",290,460292597,"PRJNA511892","SAMN10645656",237460718,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181014","mm10","GSM3531524","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531524","NMuMG","SRP174501","male",""
"374","SRR8371016","OTHER",294,1240091019,"PRJNA511892","SAMN10645655",639711449,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181015","mm10","GSM3531525","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531525","NMuMG","SRP174501","male",""
"376","SRR8371018","OTHER",282,200987556,"PRJNA511892","SAMN10645653",104245867,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181017","mm10","GSM3531527","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531527","NMuMG","SRP174501","male",""
"377","SRR8371019","OTHER",292,332752847,"PRJNA511892","SAMN10645652",172536337,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181082","mm10","GSM3531528","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531528","NMuMG","SRP174501","male",""
"378","SRR8371020","OTHER",293,573232383,"PRJNA511892","SAMN10645651",294695290,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181083","mm10","GSM3531529","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531529","NMuMG","SRP174501","male",""
"379","SRR8371021","OTHER",287,554640236,"PRJNA511892","SAMN10645650",285072472,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181084","mm10","GSM3531530","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531530","NMuMG","SRP174501","male",""
