"","Run","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","genome_build","GEO_Accession..exp.","Instrument","library_strategy","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","source_name","SRA.Study","sex","Biomaterial_provider"
"541","SRR8371183","OTHER",261,273940312,"PRJNA511892","SAMN10645345",139875479,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181300","mm10","GSM3531132","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531132","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"543","SRR8371185","OTHER",295,1100767988,"PRJNA511892","SAMN10645343",568829185,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181302","mm10","GSM3531134","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531134","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"544","SRR8371186","OTHER",282,201910865,"PRJNA511892","SAMN10645342",104437915,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181303","mm10","GSM3531135","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531135","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"545","SRR8371187","OTHER",286,144812071,"PRJNA511892","SAMN10645341",75147535,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180754","mm10","GSM3531136","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531136","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"546","SRR8371188","OTHER",266,275656241,"PRJNA511892","SAMN10645340",143027637,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180755","mm10","GSM3531137","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531137","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"547","SRR8371189","OTHER",293,1281677488,"PRJNA511892","SAMN10645339",659975012,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180756","mm10","GSM3531138","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531138","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"548","SRR8371190","OTHER",287,306028968,"PRJNA511892","SAMN10645338",158043668,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180757","mm10","GSM3531139","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531139","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"549","SRR8371191","OTHER",255,103364540,"PRJNA511892","SAMN10645337",53385734,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180758","mm10","GSM3531140","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531140","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"550","SRR8371192","OTHER",234,232330330,"PRJNA511892","SAMN10645336",120097198,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180759","mm10","GSM3531141","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531141","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"551","SRR8371193","OTHER",292,375772804,"PRJNA511892","SAMN10645335",192977930,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180760","mm10","GSM3531142","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531142","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"552","SRR8371194","OTHER",282,333749147,"PRJNA511892","SAMN10645334",171925438,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180761","mm10","GSM3531143","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531143","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"553","SRR8371195","OTHER",294,1339759476,"PRJNA511892","SAMN10645391",688223703,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180826","mm10","GSM3531144","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531144","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"554","SRR8371196","OTHER",279,273498466,"PRJNA511892","SAMN10645390",141358409,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180827","mm10","GSM3531145","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531145","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"555","SRR8371197","OTHER",291,328043377,"PRJNA511892","SAMN10645389",168567492,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180828","mm10","GSM3531146","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531146","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"556","SRR8371198","OTHER",290,379673268,"PRJNA511892","SAMN10645388",195643496,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180829","mm10","GSM3531147","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531147","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"558","SRR8371200","OTHER",290,1272767526,"PRJNA511892","SAMN10645386",650727835,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180831","mm10","GSM3531149","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531149","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"559","SRR8371201","OTHER",288,353841003,"PRJNA511892","SAMN10645385",181341604,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180832","mm10","GSM3531150","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531150","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"560","SRR8371202","OTHER",288,368482276,"PRJNA511892","SAMN10645384",188710549,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180833","mm10","GSM3531151","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531151","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"567","SRR8371209","OTHER",290,223805732,"PRJNA511892","SAMN10645383",115226828,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180898","mm10","GSM3531152","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531152","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"568","SRR8371210","OTHER",285,321860881,"PRJNA511892","SAMN10645382",165884232,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180899","mm10","GSM3531153","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531153","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"569","SRR8371211","OTHER",293,1285040103,"PRJNA511892","SAMN10645381",661038328,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180900","mm10","GSM3531154","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531154","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"570","SRR8371212","OTHER",292,295103445,"PRJNA511892","SAMN10645375",152583057,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180901","mm10","GSM3531155","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531155","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"571","SRR8371213","OTHER",291,725306282,"PRJNA511892","SAMN10645374",374786508,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180902","mm10","GSM3531156","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531156","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"572","SRR8371214","OTHER",294,530465271,"PRJNA511892","SAMN10645380",273975593,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180903","mm10","GSM3531157","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531157","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"574","SRR8371216","OTHER",293,494381672,"PRJNA511892","SAMN10645378",254858642,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180905","mm10","GSM3531159","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531159","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"576","SRR8371218","OTHER",292,350268948,"PRJNA511892","SAMN10645376",180501519,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180971","mm10","GSM3531161","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531161","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"577","SRR8371219","OTHER",293,288178561,"PRJNA511892","SAMN10645373",148680566,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180972","mm10","GSM3531162","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531162","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"579","SRR8371221","OTHER",289,155984295,"PRJNA511892","SAMN10645371",80633897,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180974","mm10","GSM3531164","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531164","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"580","SRR8371222","OTHER",290,260964742,"PRJNA511892","SAMN10645370",134826160,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180975","mm10","GSM3531165","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531165","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"582","SRR8371224","OTHER",293,536336825,"PRJNA511892","SAMN10645368",275682008,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180977","mm10","GSM3531167","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531167","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"583","SRR8371225","OTHER",294,205168149,"PRJNA511892","SAMN10645367",105860380,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181042","mm10","GSM3531168","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531168","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"584","SRR8371226","OTHER",292,151910457,"PRJNA511892","SAMN10645366",78850175,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181043","mm10","GSM3531169","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531169","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"585","SRR8371227","OTHER",292,295755445,"PRJNA511892","SAMN10645365",151995340,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181044","mm10","GSM3531170","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531170","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"586","SRR8371228","OTHER",285,329503344,"PRJNA511892","SAMN10645364",169405651,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181045","mm10","GSM3531171","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531171","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"587","SRR8371229","OTHER",289,210224540,"PRJNA511892","SAMN10645363",108227981,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181046","mm10","GSM3531172","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531172","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"588","SRR8371230","OTHER",286,208140024,"PRJNA511892","SAMN10645362",107290223,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181047","mm10","GSM3531173","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531173","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"589","SRR8371231","OTHER",294,954660995,"PRJNA511892","SAMN10645411",489186009,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181048","mm10","GSM3531174","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531174","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"590","SRR8371232","OTHER",292,1391497875,"PRJNA511892","SAMN10645410",712421097,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181049","mm10","GSM3531175","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531175","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"591","SRR8371233","OTHER",290,476045800,"PRJNA511892","SAMN10645409",244047731,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181112","mm10","GSM3531176","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531176","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"592","SRR8371234","OTHER",293,472754914,"PRJNA511892","SAMN10645408",247898596,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181113","mm10","GSM3531177","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531177","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"593","SRR8371235","OTHER",272,118659639,"PRJNA511892","SAMN10645407",62237556,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181114","mm10","GSM3531178","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531178","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"594","SRR8371236","OTHER",293,537277699,"PRJNA511892","SAMN10645406",280642207,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181115","mm10","GSM3531179","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531179","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"595","SRR8371237","OTHER",291,390532379,"PRJNA511892","SAMN10645405",204139922,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181116","mm10","GSM3531180","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531180","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"596","SRR8371238","OTHER",290,837050027,"PRJNA511892","SAMN10645404",430170332,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181117","mm10","GSM3531181","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531181","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"597","SRR8371239","OTHER",265,241089603,"PRJNA511892","SAMN10645403",125250245,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181118","mm10","GSM3531182","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531182","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"598","SRR8371240","OTHER",293,1030882423,"PRJNA511892","SAMN10645402",531828384,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181119","mm10","GSM3531183","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531183","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"599","SRR8371241","OTHER",294,219461449,"PRJNA511892","SAMN10645401",112747338,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181176","mm10","GSM3531184","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531184","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"600","SRR8371242","OTHER",292,366471453,"PRJNA511892","SAMN10645273",188257191,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181177","mm10","GSM3531185","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531185","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"601","SRR8371243","OTHER",289,114003238,"PRJNA511892","SAMN10645272",58768694,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181178","mm10","GSM3531186","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531186","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"604","SRR8371246","OTHER",220,56982760,"PRJNA511892","SAMN10645304",29985296,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181181","mm10","GSM3531189","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531189","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"605","SRR8371247","OTHER",294,342584444,"PRJNA511892","SAMN10645303",176472925,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181182","mm10","GSM3531190","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531190","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"607","SRR8371249","OTHER",294,719782795,"PRJNA511892","SAMN10645301",370135714,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181240","mm10","GSM3531192","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531192","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"609","SRR8371251","OTHER",294,493410745,"PRJNA511892","SAMN10645299",257321810,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181242","mm10","GSM3531194","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531194","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"610","SRR8371252","OTHER",277,215922746,"PRJNA511892","SAMN10645298",113093052,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181243","mm10","GSM3531195","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531195","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"611","SRR8371253","OTHER",294,593372852,"PRJNA511892","SAMN10645297",308767801,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181244","mm10","GSM3531196","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531196","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"612","SRR8371254","OTHER",289,292435855,"PRJNA511892","SAMN10645296",152785510,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181245","mm10","GSM3531197","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531197","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"614","SRR8371256","OTHER",282,235838982,"PRJNA511892","SAMN10645294",121475345,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181247","mm10","GSM3531199","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531199","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"615","SRR8371257","OTHER",283,136184808,"PRJNA511892","SAMN10645293",70335848,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181304","mm10","GSM3531200","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531200","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"616","SRR8371258","OTHER",286,420543885,"PRJNA511892","SAMN10645292",217230340,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181305","mm10","GSM3531201","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531201","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"617","SRR8371259","OTHER",292,486393622,"PRJNA511892","SAMN10645291",251113821,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181306","mm10","GSM3531202","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531202","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"619","SRR8371261","OTHER",289,495255078,"PRJNA511892","SAMN10645289",255463017,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181308","mm10","GSM3531204","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531204","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"620","SRR8371262","OTHER",295,1140923932,"PRJNA511892","SAMN10645288",586471696,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181309","mm10","GSM3531205","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531205","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"622","SRR8371264","OTHER",284,246861645,"PRJNA511892","SAMN10645333",127751003,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5181311","mm10","GSM3531207","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531207","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"58","SRR8370700","OTHER",294,534482797,"PRJNA511892","SAMN10645331",275993372,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180763","mm10","GSM3531209","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531209","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"60","SRR8370702","OTHER",281,208116181,"PRJNA511892","SAMN10645329",112054263,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180765","mm10","GSM3531211","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531211","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
"61","SRR8370703","OTHER",288,198425269,"PRJNA511892","SAMN10645328",106975504,"GEO","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5180766","mm10","GSM3531212","Illumina HiSeq 4000","sn-m3C","PAIRED","other","GENOMIC","Mus musculus","ILLUMINA","2019-01-01T00:00:00Z","GSM3531212","Mouse Embryonic Stem Cell Line E14","SRP174501","male",""
